document	preprint_doi	pmcid	distance	journal	label
000760_v2.xml	10.1101/000760	PMC4253318	0.4463997444648258	Conserv_Biol	pre_vs_published
000760_v2.xml	10.1101/000760	PMC4584510	4.159349731541655	Conserv_Biol	pre_vs_random
000778_v2.xml	10.1101/000778	PMC4207463	0.5342470130243434	PLoS_Comput_Biol	pre_vs_published
000778_v2.xml	10.1101/000778	PMC4102394	6.283368821086317	PLoS_Comput_Biol	pre_vs_random
000919_v2.xml	10.1101/000919	PMC4191986	1.3617421104647218	PLoS_One	pre_vs_published
000919_v2.xml	10.1101/000919	PMC4167549	5.2547769063396625	PLoS_One	pre_vs_random
000927_v1.xml	10.1101/000927	PMC4037186	0.6611836257977816	PLoS_One	pre_vs_published
000927_v1.xml	10.1101/000927	PMC4167549	5.551717533399845	PLoS_One	pre_vs_random
000943_v1.xml	10.1101/000943	PMC3970007	1.928453955595923	Front_Neural_Circuits	pre_vs_published
000943_v1.xml	10.1101/000943	PMC3689151	3.42788410424285	Front_Neural_Circuits	pre_vs_random
000950_v1.xml	10.1101/000950	PMC4064043	1.6126508485730344	Mol_Plant	pre_vs_published
000950_v1.xml	10.1101/000950	PMC4115278	4.22832216729546	Mol_Plant	pre_vs_random
000968_v1.xml	10.1101/000968	PMC3866385	0.21862205720253405	Front_Hum_Neurosci	pre_vs_published
000968_v1.xml	10.1101/000968	PMC5378777	2.55209560967276	Front_Hum_Neurosci	pre_vs_random
000984_v1.xml	10.1101/000984	PMC4028284	0.37289441172105586	PLoS_One	pre_vs_published
000984_v1.xml	10.1101/000984	PMC4167549	5.661554743011035	PLoS_One	pre_vs_random
001008_v2.xml	10.1101/001008	PMC4265053	0.2884520610767744	Mol_Syst_Biol	pre_vs_published
001008_v2.xml	10.1101/001008	PMC4299376	3.306017209956961	Mol_Syst_Biol	pre_vs_random
001024_v1.xml	10.1101/001024	PMC4384361	0.7070580993061594	BMC_Bioinformatics	pre_vs_published
001024_v1.xml	10.1101/001024	PMC6013957	4.367219184086531	BMC_Bioinformatics	pre_vs_random
001032_v1.xml	10.1101/001032	PMC3961263	0.6205714428216482	PLoS_One	pre_vs_published
001032_v1.xml	10.1101/001032	PMC4167549	4.736432430460974	PLoS_One	pre_vs_random
001040_v1.xml	10.1101/001040	PMC3961216	0.17959821543294507	PLoS_One	pre_vs_published
001040_v1.xml	10.1101/001040	PMC4167549	4.838877594696287	PLoS_One	pre_vs_random
001065_v2.xml	10.1101/001065	PMC4452659	0.9264733272892502	PLoS_One	pre_vs_published
001065_v2.xml	10.1101/001065	PMC4167549	5.196387882198759	PLoS_One	pre_vs_random
001073_v1.xml	10.1101/001073	PMC4063916	0.3730665653693619	Genetics	pre_vs_published
001073_v1.xml	10.1101/001073	PMC5887148	8.117986697615699	Genetics	pre_vs_random
001099_v1.xml	10.1101/001099	PMC4016008	0.3646234527292412	PLoS_One	pre_vs_published
001099_v1.xml	10.1101/001099	PMC4167549	5.472527017686784	PLoS_One	pre_vs_random
001289_v2.xml	10.1101/001289	PMC4236020	1.4472902617828045	PLoS_Biol	pre_vs_published
001289_v2.xml	10.1101/001289	PMC2525689	5.186636090084329	PLoS_Biol	pre_vs_random
001297_v2.xml	10.1101/001297	PMC3893193	0.4295239644751562	PLoS_One	pre_vs_published
001297_v2.xml	10.1101/001297	PMC4167549	4.470888263603067	PLoS_One	pre_vs_random
001305_v3.xml	10.1101/001305	PMC4156346	0.830621685971002	PLoS_One	pre_vs_published
001305_v3.xml	10.1101/001305	PMC4167549	5.3383975666542405	PLoS_One	pre_vs_random
001321_v2.xml	10.1101/001321	PMC4490903	0.878299152681018	Oncogene	pre_vs_published
001321_v2.xml	10.1101/001321	PMC3262067	3.0399230031027433	Oncogene	pre_vs_random
001347_v2.xml	10.1101/001347	PMC4271521	0.9872637544886282	Mol_Biol_Evol	pre_vs_published
001347_v2.xml	10.1101/001347	PMC3002244	4.671843212547231	Mol_Biol_Evol	pre_vs_random
001362_v1.xml	10.1101/001362	PMC4105467	1.0387625423599738	PLoS_One	pre_vs_published
001362_v1.xml	10.1101/001362	PMC4167549	4.733326944544032	PLoS_One	pre_vs_random
001370_v3.xml	10.1101/001370	PMC4180789	1.3354506711626848	Nat_Methods	pre_vs_published
001370_v3.xml	10.1101/001370	PMC3430368	4.3342858118080745	Nat_Methods	pre_vs_random
001388_v1.xml	10.1101/001388	PMC4069612	0.9392931389538953	Mol_Biol_Evol	pre_vs_published
001388_v1.xml	10.1101/001388	PMC3002244	5.603427303059875	Mol_Biol_Evol	pre_vs_random
001404_v1.xml	10.1101/001404	PMC4382128	0.8552100575065371	PLoS_One	pre_vs_published
001404_v1.xml	10.1101/001404	PMC4167549	4.44834432302748	PLoS_One	pre_vs_random
001453_v1.xml	10.1101/001453	PMC4134316	1.073477047734336	PLoS_One	pre_vs_published
001453_v1.xml	10.1101/001453	PMC4167549	5.198260610893311	PLoS_One	pre_vs_random
001479_v1.xml	10.1101/001479	PMC4686641	1.2038350303344445	Front_Genet	pre_vs_published
001479_v1.xml	10.1101/001479	PMC6883806	4.806266103579252	Front_Genet	pre_vs_random
001495_v1.xml	10.1101/001495	PMC3998880	0.27839544162963376	PLoS_Comput_Biol	pre_vs_published
001495_v1.xml	10.1101/001495	PMC4102394	3.711488939010694	PLoS_Comput_Biol	pre_vs_random
001545_v1.xml	10.1101/001545	PMC4094994	0.45695304511205537	BMC_Bioinformatics	pre_vs_published
001545_v1.xml	10.1101/001545	PMC6013957	5.2769551251272215	BMC_Bioinformatics	pre_vs_random
001552_v2.xml	10.1101/001552	PMC4170574	1.2509082234347038	Nature	pre_vs_published
001552_v2.xml	10.1101/001552	PMC6175059	5.838535555004509	Nature	pre_vs_random
001594_v1.xml	10.1101/001594	PMC4320573	0.9527253722486492	BMC_Res_Notes	pre_vs_published
001594_v1.xml	10.1101/001594	PMC4233051	4.269772056006756	BMC_Res_Notes	pre_vs_random
001685_v2.xml	10.1101/001685	PMC4471933	0.9648849675802148	EvoDevo	pre_vs_published
001685_v2.xml	10.1101/001685	PMC4108089	2.3034786483318803	EvoDevo	pre_vs_random
001701_v1.xml	10.1101/001701	PMC3924242	1.3704213743074087	eLife	pre_vs_published
001701_v1.xml	10.1101/001701	PMC6199134	4.604895699655146	eLife	pre_vs_random
001743_v1.xml	10.1101/001743	PMC4021352	0.2222053354163079	Biol_Open	pre_vs_published
001743_v1.xml	10.1101/001743	PMC6310875	3.9714457896986084	Biol_Open	pre_vs_random
001750_v1.xml	10.1101/001750	PMC4203027	2.3421217201635254	PeerJ	pre_vs_published
001750_v1.xml	10.1101/001750	PMC6485202	4.1011012536727165	PeerJ	pre_vs_random
001776_v2.xml	10.1101/001776	PMC3909908	0.3918251577353287	BMC_Genomics	pre_vs_published
001776_v2.xml	10.1101/001776	PMC3306746	5.040990033137724	BMC_Genomics	pre_vs_random
001792_v1.xml	10.1101/001792	PMC4174254	1.6821029454235465	Investig_Genet	pre_vs_published
001792_v1.xml	10.1101/001792	PMC2990735	4.795727865735897	Investig_Genet	pre_vs_random
001800_v2.xml	10.1101/001800	PMC3954763	0.22903197011154908	PLoS_One	pre_vs_published
001800_v2.xml	10.1101/001800	PMC4167549	6.053380510374879	PLoS_One	pre_vs_random
001826_v1.xml	10.1101/001826	PMC4398435	1.1772653119705963	PLoS_One	pre_vs_published
001826_v1.xml	10.1101/001826	PMC4167549	3.1045951946375143	PLoS_One	pre_vs_random
001834_v5.xml	10.1101/001834	PMC4154752	0.8794696240479012	PLoS_One	pre_vs_published
001834_v5.xml	10.1101/001834	PMC4167549	6.010764923698122	PLoS_One	pre_vs_random
001883_v1.xml	10.1101/001883	PMC4221123	0.5567332561703066	Bioinformatics	pre_vs_published
001883_v1.xml	10.1101/001883	PMC4908366	4.096892179782267	Bioinformatics	pre_vs_random
001909_v1.xml	10.1101/001909	PMC4204768	0.7782836914448572	Hum_Mol_Genet	pre_vs_published
001909_v1.xml	10.1101/001909	PMC5961183	5.324460049341795	Hum_Mol_Genet	pre_vs_random
001982_v1.xml	10.1101/001982	PMC4742857	1.0225368312169627	Sci_Rep	pre_vs_published
001982_v1.xml	10.1101/001982	PMC6672014	3.7156826185226834	Sci_Rep	pre_vs_random
002006_v1.xml	10.1101/002006	PMC4239369	1.5029175034414524	BMC_Genomics	pre_vs_published
002006_v1.xml	10.1101/002006	PMC3306746	4.620555892058118	BMC_Genomics	pre_vs_random
002014_v1.xml	10.1101/002014	PMC4797263	1.0462084915477063	Nucleic_Acids_Res	pre_vs_published
002014_v1.xml	10.1101/002014	PMC1807958	5.564987467909962	Nucleic_Acids_Res	pre_vs_random
002063_v1.xml	10.1101/002063	PMC3911898	0.3840756347647231	PLoS_One	pre_vs_published
002063_v1.xml	10.1101/002063	PMC4167549	4.62572740934558	PLoS_One	pre_vs_random
002121_v3.xml	10.1101/002121	PMC4907002	0.39633110470379085	J_Biomed_Semantics	pre_vs_published
002121_v3.xml	10.1101/002121	PMC4177204	4.073839097347257	J_Biomed_Semantics	pre_vs_random
002188_v1.xml	10.1101/002188	PMC4253613	0.36999921434368666	BMC_Genomics	pre_vs_published
002188_v1.xml	10.1101/002188	PMC3306746	6.695242388001877	BMC_Genomics	pre_vs_random
002204_v1.xml	10.1101/002204	PMC4350105	1.131012488207453	Sci_Rep	pre_vs_published
002204_v1.xml	10.1101/002204	PMC6672014	4.433065092562876	Sci_Rep	pre_vs_random
002238_v2.xml	10.1101/002238	PMC3981753	1.1079436578191648	PLoS_One	pre_vs_published
002238_v2.xml	10.1101/002238	PMC4167549	5.186907450616126	PLoS_One	pre_vs_random
002279_v1.xml	10.1101/002279	PMC4213012	0.5832289618721814	PLoS_One	pre_vs_published
002279_v1.xml	10.1101/002279	PMC4167549	5.727737490815663	PLoS_One	pre_vs_random
002287_v1.xml	10.1101/002287	PMC4264753	0.4116613126146368	PLoS_One	pre_vs_published
002287_v1.xml	10.1101/002287	PMC4167549	5.081400463551681	PLoS_One	pre_vs_random
002295_v2.xml	10.1101/002295	PMC4102402	0.3225347398269254	PLoS_Comput_Biol	pre_vs_published
002295_v2.xml	10.1101/002295	PMC4102394	4.677335795769636	PLoS_Comput_Biol	pre_vs_random
002345_v1.xml	10.1101/002345	PMC4222666	1.1333043670328258	PLoS_Genet	pre_vs_published
002345_v1.xml	10.1101/002345	PMC4473527	5.330826028163449	PLoS_Genet	pre_vs_random
002352_v1.xml	10.1101/002352	PMC4227762	1.1489590294316983	Nucleic_Acids_Res	pre_vs_published
002352_v1.xml	10.1101/002352	PMC1807958	5.056507015740694	Nucleic_Acids_Res	pre_vs_random
002386_v1.xml	10.1101/002386	PMC4383869	0.6137137984493837	Hum_Mol_Genet	pre_vs_published
002386_v1.xml	10.1101/002386	PMC5961183	3.55842801552112	Hum_Mol_Genet	pre_vs_random
002428_v2.xml	10.1101/002428	PMC4178662	0.3761429539687518	PLoS_Genet	pre_vs_published
002428_v2.xml	10.1101/002428	PMC4473527	4.536717430469696	PLoS_Genet	pre_vs_random
002444_v1.xml	10.1101/002444	PMC4171520	1.020392903533645	PLoS_One	pre_vs_published
002444_v1.xml	10.1101/002444	PMC4167549	6.661805177446416	PLoS_One	pre_vs_random
002493_v1.xml	10.1101/002493	PMC4067307	0.3478727541331886	PLoS_One	pre_vs_published
002493_v1.xml	10.1101/002493	PMC4167549	3.856370732966039	PLoS_One	pre_vs_random
002600_v1.xml	10.1101/002600	PMC4425538	2.502469992256607	PLoS_Genet	pre_vs_published
002600_v1.xml	10.1101/002600	PMC4473527	4.292247285560684	PLoS_Genet	pre_vs_random
002642_v1.xml	10.1101/002642	PMC4145288	0.7448532667010568	Sci_Rep	pre_vs_published
002642_v1.xml	10.1101/002642	PMC6672014	5.903860164569186	Sci_Rep	pre_vs_random
002659_v1.xml	10.1101/002659	PMC4063449	1.8916569073251481	Nat_Mater	pre_vs_published
002659_v1.xml	10.1101/002659	PMC5708569	2.7907541395093145	Nat_Mater	pre_vs_random
002675_v1.xml	10.1101/002675	PMC4021354	0.3329675511073481	Biol_Open	pre_vs_published
002675_v1.xml	10.1101/002675	PMC6310875	3.7926775583899492	Biol_Open	pre_vs_random
002709_v1.xml	10.1101/002709	PMC4302123	0.9596648982776222	BMC_Genomics	pre_vs_published
002709_v1.xml	10.1101/002709	PMC3306746	3.0000180488573447	BMC_Genomics	pre_vs_random
002766_v1.xml	10.1101/002766	PMC4289383	1.1611001618490284	BMC_Genomics	pre_vs_published
002766_v1.xml	10.1101/002766	PMC3306746	4.7022626511703285	BMC_Genomics	pre_vs_random
002790_v1.xml	10.1101/002790	PMC3981749	0.34451229817521245	PLoS_One	pre_vs_published
002790_v1.xml	10.1101/002790	PMC4167549	7.401955595553009	PLoS_One	pre_vs_random
002808_v1.xml	10.1101/002808	PMC4047067	0.5565587926090666	PLoS_One	pre_vs_published
002808_v1.xml	10.1101/002808	PMC4167549	4.825688466807711	PLoS_One	pre_vs_random
002824_v2.xml	10.1101/002824	PMC4287950	0.27641278120136936	Bioinformatics	pre_vs_published
002824_v2.xml	10.1101/002824	PMC4908366	5.644165990916888	Bioinformatics	pre_vs_random
002832_v1.xml	10.1101/002832	PMC4302049	2.46421640849963	Genome_Biol	pre_vs_published
002832_v1.xml	10.1101/002832	PMC5887227	6.5553311829964755	Genome_Biol	pre_vs_random
002865_v1.xml	10.1101/002865	PMC4310772	0.4698728067206608	Nat_Genet	pre_vs_published
002865_v1.xml	10.1101/002865	PMC3681285	5.072729695056724	Nat_Genet	pre_vs_random
002873_v1.xml	10.1101/002873	PMC4233753	1.153674208473319	J_R_Soc_Interface	pre_vs_published
002873_v1.xml	10.1101/002873	PMC4707858	4.8480496382362706	J_R_Soc_Interface	pre_vs_random
002899_v3.xml	10.1101/002899	PMC4104320	1.904822160906342	Mol_Biol_Evol	pre_vs_published
002899_v3.xml	10.1101/002899	PMC3002244	4.470895908337915	Mol_Biol_Evol	pre_vs_random
002907_v1.xml	10.1101/002907	PMC4307983	1.5906711665187911	PLoS_Biol	pre_vs_published
002907_v1.xml	10.1101/002907	PMC2525689	5.844502673607814	PLoS_Biol	pre_vs_random
002923_v1.xml	10.1101/002923	PMC4301009	1.2530250720862135	Front_Comput_Neurosci	pre_vs_published
002923_v1.xml	10.1101/002923	PMC5357671	3.7924049600277323	Front_Comput_Neurosci	pre_vs_random
002956_v1.xml	10.1101/002956	PMC4283580	1.5934861293334648	Genome_Biol	pre_vs_published
002956_v1.xml	10.1101/002956	PMC5887227	5.690773757665109	Genome_Biol	pre_vs_random
002964_v1.xml	10.1101/002964	PMC4344482	0.3231143074867642	Nucleic_Acids_Res	pre_vs_published
002964_v1.xml	10.1101/002964	PMC1807958	5.430284667702312	Nucleic_Acids_Res	pre_vs_random
003087_v2.xml	10.1101/003087	PMC4207457	0.4257656352288713	PLoS_Comput_Biol	pre_vs_published
003087_v2.xml	10.1101/003087	PMC4102394	4.953026851549676	PLoS_Comput_Biol	pre_vs_random
003194_v2.xml	10.1101/003194	PMC4097963	0.6289057834192768	Evol_Med_Public_Health	pre_vs_published
003194_v2.xml	10.1101/003194	PMC4804348	6.2804539730140405	Evol_Med_Public_Health	pre_vs_random
003202_v1.xml	10.1101/003202	PMC4240194	1.6357046639815522	Hum_Mol_Genet	pre_vs_published
003202_v1.xml	10.1101/003202	PMC5961183	3.041743926471957	Hum_Mol_Genet	pre_vs_random
003269_v2.xml	10.1101/003269	PMC4094384	1.3301061915622576	PLoS_One	pre_vs_published
003269_v2.xml	10.1101/003269	PMC4167549	4.889641057910383	PLoS_One	pre_vs_random
003277_v1.xml	10.1101/003277	PMC4011332	0.4150818192770521	eLife	pre_vs_published
003277_v1.xml	10.1101/003277	PMC6199134	4.611706708781823	eLife	pre_vs_random
003319_v3.xml	10.1101/003319	PMC4207643	0.814402386560214	PLoS_Genet	pre_vs_published
003319_v3.xml	10.1101/003319	PMC4473527	4.0909106324034274	PLoS_Genet	pre_vs_random
003327_v1.xml	10.1101/003327	PMC4299491	0.3830934977096573	Mol_Syst_Biol	pre_vs_published
003327_v1.xml	10.1101/003327	PMC4299376	2.803342616074523	Mol_Syst_Biol	pre_vs_random
003335_v1.xml	10.1101/003335	PMC4487224	0.4339411377194972	ACS_Synth_Biol	pre_vs_published
003335_v1.xml	10.1101/003335	PMC4161666	3.741862707372653	ACS_Synth_Biol	pre_vs_random
003350_v1.xml	10.1101/003350	PMC4159011	0.43559426495650966	Genome_Biol_Evol	pre_vs_published
003350_v1.xml	10.1101/003350	PMC2817402	3.27777164566089	Genome_Biol_Evol	pre_vs_random
003376_v1.xml	10.1101/003376	PMC4110073	1.1004834371644971	PLoS_Comput_Biol	pre_vs_published
003376_v1.xml	10.1101/003376	PMC4102394	4.365736253710467	PLoS_Comput_Biol	pre_vs_random
003467_v1.xml	10.1101/003467	PMC4290387	1.768563870921109	Genome_Biol	pre_vs_published
003467_v1.xml	10.1101/003467	PMC5887227	4.507786222926475	Genome_Biol	pre_vs_random
003574_v1.xml	10.1101/003574	PMC4136743	0.8459094918004806	PLoS_One	pre_vs_published
003574_v1.xml	10.1101/003574	PMC4167549	3.5474187404162523	PLoS_One	pre_vs_random
003608_v1.xml	10.1101/003608	PMC4014496	0.9279292087129305	PLoS_One	pre_vs_published
003608_v1.xml	10.1101/003608	PMC4167549	5.837074040973001	PLoS_One	pre_vs_random
003616_v1.xml	10.1101/003616	PMC4401748	0.5609954622431041	PLoS_One	pre_vs_published
003616_v1.xml	10.1101/003616	PMC4167549	6.556791725128148	PLoS_One	pre_vs_random
003624_v1.xml	10.1101/003624	PMC4338309	0.6560325813729366	PLoS_One	pre_vs_published
003624_v1.xml	10.1101/003624	PMC4167549	4.970015548240848	PLoS_One	pre_vs_random
003640_v1.xml	10.1101/003640	PMC4173023	1.1286004336345108	Bioinformatics	pre_vs_published
003640_v1.xml	10.1101/003640	PMC4908366	5.9323836095079105	Bioinformatics	pre_vs_random
003673_v1.xml	10.1101/003673	PMC4168977	1.0809911803013275	PLoS_Comput_Biol	pre_vs_published
003673_v1.xml	10.1101/003673	PMC4102394	5.388492159786887	PLoS_Comput_Biol	pre_vs_random
003731_v1.xml	10.1101/003731	PMC4155097	1.0678341607186843	BMC_Genomics	pre_vs_published
003731_v1.xml	10.1101/003731	PMC3306746	5.572859459132746	BMC_Genomics	pre_vs_random
003749_v1.xml	10.1101/003749	PMC4395847	0.45521830173736233	Syst_Biol	pre_vs_published
003749_v1.xml	10.1101/003749	PMC3739886	2.4618522869929618	Syst_Biol	pre_vs_random
003764_v1.xml	10.1101/003764	PMC4268812	0.5241010404388217	Genome_Biol	pre_vs_published
003764_v1.xml	10.1101/003764	PMC5887227	5.516494534316897	Genome_Biol	pre_vs_random
003848_v1.xml	10.1101/003848	PMC4166927	3.443137519054949	Mol_Biol_Evol	pre_vs_published
003848_v1.xml	10.1101/003848	PMC3002244	4.171698815557594	Mol_Biol_Evol	pre_vs_random
003871_v1.xml	10.1101/003871	PMC4171571	1.280316660372754	BMC_Biol	pre_vs_published
003871_v1.xml	10.1101/003871	PMC4243282	4.534833231001617	BMC_Biol	pre_vs_random
004010_v1.xml	10.1101/004010	PMC4176157	1.1147765683854507	Nucleic_Acids_Res	pre_vs_published
004010_v1.xml	10.1101/004010	PMC1807958	5.524111923132465	Nucleic_Acids_Res	pre_vs_random
004036_v2.xml	10.1101/004036	PMC4949538	1.09060328393956	Biol_J_Linn_Soc_Lond	pre_vs_published
004036_v2.xml	10.1101/004036	PMC4133644	5.667858036526211	Biol_J_Linn_Soc_Lond	pre_vs_random
004101_v1.xml	10.1101/004101	PMC4427941	0.4340878179365285	Genome_Biol	pre_vs_published
004101_v1.xml	10.1101/004101	PMC5887227	4.424038008272313	Genome_Biol	pre_vs_random
004119_v1.xml	10.1101/004119	PMC4263395	1.6000312316265446	PLoS_Genet	pre_vs_published
004119_v1.xml	10.1101/004119	PMC4473527	3.766703171575134	PLoS_Genet	pre_vs_random
004192_v2.xml	10.1101/004192	PMC4438470	1.8665644307963023	BMC_Syst_Biol	pre_vs_published
004192_v2.xml	10.1101/004192	PMC4046068	3.804046951913455	BMC_Syst_Biol	pre_vs_random
004242_v1.xml	10.1101/004242	PMC4308013	4.613111238891744	BMC_Bioinformatics	pre_vs_published
004242_v1.xml	10.1101/004242	PMC6013957	4.432561084373116	BMC_Bioinformatics	pre_vs_random
004259_v2.xml	10.1101/004259	PMC4406848	0.6617192565582434	PLoS_One	pre_vs_published
004259_v2.xml	10.1101/004259	PMC4167549	5.212209576390712	PLoS_One	pre_vs_random
004317_v1.xml	10.1101/004317	PMC4132701	0.8214734804314646	Nucleic_Acids_Res	pre_vs_published
004317_v1.xml	10.1101/004317	PMC1807958	3.7591282374284525	Nucleic_Acids_Res	pre_vs_random
004424_v1.xml	10.1101/004424	PMC4266194	0.14807411076644553	Genetics	pre_vs_published
004424_v1.xml	10.1101/004424	PMC5887148	7.320341333087264	Genetics	pre_vs_random
004473_v2.xml	10.1101/004473	PMC4619805	0.5357402180582257	PLoS_Comput_Biol	pre_vs_published
004473_v2.xml	10.1101/004473	PMC4102394	3.8063407719755995	PLoS_Comput_Biol	pre_vs_random
004499_v1.xml	10.1101/004499	PMC4176322	0.48472078298740096	Nucleic_Acids_Res	pre_vs_published
004499_v1.xml	10.1101/004499	PMC1807958	4.229459858512291	Nucleic_Acids_Res	pre_vs_random
004572_v2.xml	10.1101/004572	PMC4530483	1.0035063933702006	BMC_Evol_Biol	pre_vs_published
004572_v2.xml	10.1101/004572	PMC3599622	5.410239799190585	BMC_Evol_Biol	pre_vs_random
004614_v1.xml	10.1101/004614	PMC4124144	0.24247357232181532	BMC_Genomics	pre_vs_published
004614_v1.xml	10.1101/004614	PMC3306746	4.2875926914162115	BMC_Genomics	pre_vs_random
004648_v1.xml	10.1101/004648	PMC4112810	0.8292182750508919	Front_Immunol	pre_vs_published
004648_v1.xml	10.1101/004648	PMC6446103	2.6655110879821513	Front_Immunol	pre_vs_random
004713_v1.xml	10.1101/004713	PMC4267945	1.1595071880447583	G3_(Bethesda)	pre_vs_published
004713_v1.xml	10.1101/004713	PMC5765363	7.239531818830783	G3_(Bethesda)	pre_vs_random
004762_v1.xml	10.1101/004762	PMC4360534	1.4091314056705557	eLife	pre_vs_published
004762_v1.xml	10.1101/004762	PMC6199134	5.0470231565272545	eLife	pre_vs_random
004788_v1.xml	10.1101/004788	PMC4302997	0.7840332523867334	Development	pre_vs_published
004788_v1.xml	10.1101/004788	PMC6602345	2.5730508119743294	Development	pre_vs_random
004853_v1.xml	10.1101/004853	PMC4038484	0.6320870442532902	PLoS_Genet	pre_vs_published
004853_v1.xml	10.1101/004853	PMC4473527	4.03365930697458	PLoS_Genet	pre_vs_random
004861_v1.xml	10.1101/004861	PMC4312958	1.4750764029632735	Hum_Brain_Mapp	pre_vs_published
004861_v1.xml	10.1101/004861	PMC5299040	4.062819534472827	Hum_Brain_Mapp	pre_vs_random
004887_v2.xml	10.1101/004887	PMC4241649	2.439291476975453	J_Biol_Dyn	pre_vs_published
004887_v2.xml	10.1101/004887	PMC4220849	3.0045371235293024	J_Biol_Dyn	pre_vs_random
004895_v1.xml	10.1101/004895	PMC4287466	1.5812170654740283	PLoS_Genet	pre_vs_published
004895_v1.xml	10.1101/004895	PMC4473527	2.8727555633730955	PLoS_Genet	pre_vs_random
004994_v1.xml	10.1101/004994	PMC4319751	0.8723495833211603	PLoS_One	pre_vs_published
004994_v1.xml	10.1101/004994	PMC4167549	3.3112480320077236	PLoS_One	pre_vs_random
005017_v1.xml	10.1101/005017	PMC4072542	0.37256357977448884	PLoS_Genet	pre_vs_published
005017_v1.xml	10.1101/005017	PMC4473527	4.638581822682595	PLoS_Genet	pre_vs_random
005041_v2.xml	10.1101/005041	PMC4109307	0.6612203752327382	eLife	pre_vs_published
005041_v2.xml	10.1101/005041	PMC6199134	5.37614320071103	eLife	pre_vs_random
005066_v1.xml	10.1101/005066	PMC4383210	1.1266848994995966	eLife	pre_vs_published
005066_v1.xml	10.1101/005066	PMC6199134	4.78577238264269	eLife	pre_vs_random
005140_v1.xml	10.1101/005140	PMC4270100	1.4900163337496448	eLife	pre_vs_published
005140_v1.xml	10.1101/005140	PMC6199134	3.973788602082239	eLife	pre_vs_random
005207_v3.xml	10.1101/005207	PMC4182317	0.3445040579616098	PLoS_One	pre_vs_published
005207_v3.xml	10.1101/005207	PMC4167549	6.641997205057014	PLoS_One	pre_vs_random
005215_v1.xml	10.1101/005215	PMC4692741	1.5147885330729294	J_Vis_Exp	pre_vs_published
005215_v1.xml	10.1101/005215	PMC5608240	3.992087171562934	J_Vis_Exp	pre_vs_random
005256_v1.xml	10.1101/005256	PMC5461918	1.165655052696313	F1000Res	pre_vs_published
005256_v1.xml	10.1101/005256	PMC6854873	5.303369378075638	F1000Res	pre_vs_random
005264_v2.xml	10.1101/005264	PMC4604836	0.6906782805637316	Syst_Biol	pre_vs_published
005264_v2.xml	10.1101/005264	PMC3739886	4.966103317736781	Syst_Biol	pre_vs_random
