lemma	corpus_one_a	corpus_two_b	corpus_one_c	corpus_two_d	log_likelihood	odds_ratio
expression	251971	214150	89908910	81373377	457.2988042831421	1.0649079956870005
similar	105573	90731	89908910	81373377	130.70737266540527	1.0531173609856066
genetic	93449	68617	89908910	81373377	1744.1855745315552	1.232601066060192
type	112531	98016	89908910	81373377	77.01121711730957	1.039093935471886
different	199813	174585	89908910	81373377	115.42017841339111	1.035848926167588
mice	83187	67797	89908910	81373377	411.3648900985718	1.1105154183193096
neurons	81379	67608	89908910	81373377	271.2525577545166	1.089416295582227
mean	99213	93273	89908910	81373377	69.35039043426514	0.9627028191034694
6	80382	66932	89908910	81373377	254.1630802154541	1.0869376000473598
non	126616	93432	89908910	81373377	2257.585391998291	1.226514116211726
human	103904	84536	89908910	81373377	530.2011299133301	1.1124235634896507
single	134529	112336	89908910	81373377	397.3457155227661	1.0838684264633125
3	183288	153565	89908910	81373377	497.838716506958	1.0802428371016726
based	171111	146658	89908910	81373377	234.08869075775146	1.0559704818205684
1	324505	305464	89908910	81373377	241.77281856536865	0.9614815732011264
shown	137518	122947	89908910	81373377	9.7323637008667	1.0123279284726263
d	106717	97458	89908910	81373377	4.111344337463379	0.9910503524580856
samples	127059	118064	89908910	81373377	42.33264636993408	0.9740192653982395
compared	115684	99993	89908910	81373377	113.52868938446045	1.047088296681608
“	116423	92319	89908910	81373377	903.1500177383423	1.1413722292629889
protein	178782	153167	89908910	81373377	248.3789234161377	1.056423837540537
control	122619	107675	89908910	81373377	52.30443859100342	1.030676790922189
values	119431	113616	89908910	81373377	144.32989692687988	0.9513869290293485
analysis	235788	197350	89908910	81373377	656.7590265274048	1.0813447473747781
al	588656	432210	89908910	81373377	10937.97008228302	1.232668707580425
low	92402	79678	89908910	81373377	100.26101493835449	1.0495969358107924
studies	109626	85867	89908910	81373377	1009.6684246063232	1.1554918460392807
levels	111573	95458	89908910	81373377	162.7566843032837	1.0578555934083365
total	88544	81795	89908910	81373377	17.785073280334473	0.9797425905719432
changes	87012	69848	89908910	81373377	559.3127889633179	1.1274694499160536
sequence	110595	97214	89908910	81373377	44.11954402923584	1.0296420885751738
binding	107007	82986	89908910	81373377	1120.239489555359	1.1670432844222662
