lemma	corpus_one_a	corpus_two_b	corpus_one_c	corpus_two_d	log_likelihood	odds_ratio
10	406598	720183	262494660	659277495	30517.656379699707	1.4179801477587974
et	1762718	7252	262494660	659277495	4330422.6608428955	610.481941932466
different	588822	290725	262494660	659277495	557215.417060852	5.086855804456688
states	93191	966169	262494660	659277495	250522.8631286621	0.24225271405001125
activity	381562	58614	262494660	659277495	652068.466003418	16.34976574773102
work	120894	842468	262494660	659277495	140515.24726104736	0.3604118913840743
--	3535	2835533	262494660	659277495	1851762.085357666	0.003131140028720485
says	331	478865	262494660	659277495	316239.81314849854	0.0017360517865082994
john	1355	569213	262494660	659277495	365730.3824081421	0.005978775733521425
c	707021	93763	262494660	659277495	1259459.8944702148	18.938631646642335
b	502209	134685	262494660	659277495	694202.031867981	9.365113364513595
significant	342755	104870	262494660	659277495	443723.2411117554	8.20881199057521
model	730123	89348	262494660	659277495	1328153.793876648	20.523856628650716
models	284777	52235	262494660	659277495	459531.7993469238	13.692762950080303
office	2303	489148	262494660	659277495	304266.08058929443	0.011825007747194792
human	294116	228189	262494660	659277495	175978.48459625244	3.2372163402935468
supplementary	240831	1155	262494660	659277495	590965.8211669922	523.6947050593359
5	455064	488109	262494660	659277495	163822.56102752686	2.341550036215939
including	224296	524179	262494660	659277495	806.7798156738281	1.0747060377701594
high	440917	710856	262494660	659277495	51227.861389160156	1.5578404937430992
city	6200	1357957	262494660	659277495	845791.802734375	0.011467096030248942
days	131077	482656	262494660	659277495	16172.042366027832	0.6820819576011499
president	94	1297812	262494660	659277495	867462.0763015747	0.00018191304616255662
genome	310549	6157	262494660	659277495	723294.0671310425	126.68020562561794
n	285584	56818	262494660	659277495	447579.346824646	12.62396285180691
children	29066	633876	262494660	659277495	259149.24439239502	0.11516718155669978
going	5758	599672	262494660	659277495	351209.35052490234	0.02411602178526868
study	443222	209450	262494660	659277495	434301.97776794434	5.314821981754994
police	138	554391	262494660	659277495	369259.9755859375	0.0006251880859866311
man	2585	548191	262494660	659277495	340946.15601348877	0.011843400735006226
number	544541	397903	262494660	659277495	350675.8639831543	3.4371710809428033
1	944811	768107	262494660	659277495	530902.5911865234	3.0893776195838627
g	231888	42481	262494660	659277495	374377.6424407959	13.709806383817245
genetic	246116	21698	262494660	659277495	482021.4081878662	28.488391000783285
officials	162	760328	262494660	659277495	506747.8337173462	0.0005351330924921069
6	236571	451606	262494660	659277495	11318.832252502441	1.3156779023514653
cells	1281940	42120	262494660	659277495	2870947.4011154175	76.44113283055661
day	119158	896991	262494660	659277495	165895.19745635986	0.3336436762240119
low	272278	233089	262494660	659277495	142607.0689163208	2.9338543611806878
p	486367	28449	262494660	659277495	1020219.1497421265	42.938302693325504
program	33250	480414	262494660	659277495	159140.96257019043	0.17382961682151843
size	284190	126747	262494660	659277495	290945.8841781616	5.631432480851489
3	532015	880073	262494660	659277495	55434.61405944824	1.5182837995679832
similar	299821	151846	262494660	659277495	278061.0550765991	4.959141159580655
market	2492	539866	262494660	659277495	336212.70068359375	0.011593373804730371
”	330005	4059	262494660	659277495	787572.0280685425	204.1969480811145
university	33738	659677	262494660	659277495	257010.47026062012	0.1284504912651982
genes	702833	15385	262494660	659277495	1625903.8969726562	114.73671781522513
based	490625	367817	262494660	659277495	306319.9365158081	3.35016081292545
increased	243041	109599	262494660	659277495	246821.1204147339	5.569557987602063
said	3970	7731501	262494660	659277495	5098789.233291626	0.0012896577386643788
new	174056	4031911	262494660	659277495	1684806.5794372559	0.10842410349836534
law	11360	567920	262494660	659277495	297269.3484954834	0.050238764024027105
information	250332	357144	262494660	659277495	44970.11057281494	1.760438220424481
game	6445	635742	262494660	659277495	370027.9646835327	0.02546184065813718
companies	1077	480208	262494660	659277495	309198.0470352173	0.005632926578554138
 	124113	3356884	262494660	659277495	1486635.3255233765	0.09286000812568329
share	23496	597814	262494660	659277495	259627.91242980957	0.0987132908044168
significantly	239002	32542	262494660	659277495	422979.14724731445	18.446121826039214
t	315987	106051	262494660	659277495	388844.8549041748	7.48345628087125
level	293259	200394	262494660	659277495	204133.26152801514	3.6754829567670155
times	124681	520838	262494660	659277495	28733.351036071777	0.6012365754038732
type	319156	72645	262494660	659277495	474488.4264755249	11.034307013954718
dr.	5366	641203	262494660	659277495	381002.1563873291	0.021018557193957208
total	261994	157414	262494660	659277495	208503.15644836426	4.180187563690314
neurons	245673	1685	262494660	659277495	597957.9730072021	366.1890065535047
cell	966589	39388	262494660	659277495	2119676.5203170776	61.63475831378277
want	4208	502140	262494660	659277495	298359.1672515869	0.021047411449054945
response	307239	110722	262494660	659277495	362583.2332611084	6.969316681865092
think	4459	550116	262494660	659277495	327926.8299407959	0.020357806119450563
years	82305	1796013	262494660	659277495	733751.9114456177	0.11509713717296022
mice	305116	8445	262494660	659277495	694197.2205810547	90.74299442903704
right	164993	570663	262494660	659277495	13855.356559753418	0.7261621063197623
street	635	905222	262494660	659277495	597525.9202423096	0.0017618397459421046
people	20144	1676443	262494660	659277495	954532.5480957031	0.030178989859118946
data	1054601	130324	262494660	659277495	1912807.1650619507	20.324110887480046
second	159312	594417	262494660	659277495	21152.730949401855	0.6731394543932705
long	151542	913352	262494660	659277495	121438.5012512207	0.41671833446360984
school	7081	800020	262494660	659277495	472611.97874450684	0.022230105730598908
state	212458	1251630	262494660	659277495	159810.17435455322	0.4263290269178676
play	47357	496312	262494660	659277495	129962.05519866943	0.239649862921893
al	1754312	132751	262494660	659277495	3527528.7176971436	33.19073049821288
identified	269261	76311	262494660	659277495	362526.5542373657	8.862047791760812
home	10766	805183	262494660	659277495	451925.2223510742	0.03358207727524662
control	386236	276031	262494660	659277495	255421.819770813	3.5143310535999133
function	318367	26153	262494660	659277495	631929.888092041	30.574144187341705
specific	382935	67065	262494660	659277495	627667.1235198975	14.340916646960986
population	315986	102628	262494660	659277495	396085.78775787354	7.733031048624838
night	8662	589751	262494660	659277495	326364.1418533325	0.036889033056664036
associated	333073	68303	262494660	659277495	516070.88346862793	12.247499424947533
good	39088	683489	262494660	659277495	252131.56817626953	0.14363480802803802
know	12610	520446	262494660	659277495	261087.08003234863	0.06085372809741282
week	26994	782033	262494660	659277495	355146.55085754395	0.08669417976600378
court	412	554296	262494660	659277495	365690.623626709	0.0018668234584418182
time	615363	1578029	262494660	659277495	191.7716064453125	0.9794091968520267
test	360585	138836	262494660	659277495	408282.81562042236	6.523089569204028
government	2101	803970	262494660	659277495	514712.0274658203	0.006563477293049441
conditions	238256	75428	262494660	659277495	302911.84300231934	7.933394157279525
public	21271	713929	262494660	659277495	339160.69331359863	0.07483084721755202
business	475	660334	262494660	659277495	435806.5948410034	0.0018066654047300945
analysis	680637	59351	262494660	659277495	1335146.578994751	28.802838639407966
fig	1031812	2541	262494660	659277495	2555250.294067383	1019.8673475981147
performed	313769	115547	262494660	659277495	365416.29723358154	6.8202318349048845
mm	238592	360	262494660	659277495	594063.7277145386	1664.566519044616
observed	424926	26516	262494660	659277495	883004.828704834	40.24881263261775
political	922	486575	262494660	659277495	314964.5595855713	0.004759144681365886
species	423665	45278	262494660	659277495	796480.2135391235	23.500826181128883
effect	341735	153898	262494660	659277495	347333.3532485962	5.577046468156778
family	83196	645942	262494660	659277495	124199.53852081299	0.32348690181492407
come	10684	491133	262494660	659277495	252561.73747253418	0.05463645856689255
way	93514	862610	262494660	659277495	200596.8490524292	0.2722763522848969
national	19222	718185	262494660	659277495	351351.97971343994	0.06722178195458738
united	8293	1024026	262494660	659277495	610278.1217422485	0.020339883448257184
million	31727	1213809	262494660	659277495	597247.5150146484	0.06564874579418768
world	24490	943243	262494660	659277495	465009.8227233887	0.065209815635629
“	327057	4073	262494660	659277495	780130.1008834839	201.67720634155336
sample	253603	17059	262494660	659277495	521025.5209579468	37.337788873372844
rate	303540	239785	262494660	659277495	177435.10089874268	3.179374568582882
ago	10103	592403	262494660	659277495	319690.09591674805	0.04283323559268811
center	50756	663110	262494660	659277495	205691.0928955078	0.1922425814211585
expression	709810	28343	262494660	659277495	1560442.0058364868	62.89904837157306
found	405324	469813	262494660	659277495	124576.81412506104	2.1668311396635325
lead	67522	1043530	262494660	659277495	359720.1411819458	0.16251301096799362
d	314117	90267	262494660	659277495	419981.04721069336	8.73997539744781
money	1258	566013	262494660	659277495	364536.74002838135	0.00558215656551589
results	564580	150633	262494660	659277495	782241.5812149048	9.413543676047286
mr.	120	5817946	262494660	659277495	3882736.681045532	5.180352805794711e-05
individual	238484	96396	262494660	659277495	261608.11709594727	6.21366753537591
table	376993	101736	262494660	659277495	519681.96842193604	9.306929114389387
place	34786	525204	262494660	659277495	178667.38510131836	0.1663505517569952
old	49991	1003174	262494660	659277495	395399.43309020996	0.12515936028521643
single	356832	196788	262494660	659277495	307560.51947784424	4.554209032818094
binding	274774	7867	262494660	659277495	623477.3291931152	87.72315925681177
mean	296002	111694	262494660	659277495	339526.9083557129	6.655988752010074
today	3528	1053502	262494660	659277495	667280.7646255493	0.00841087134927913
proteins	317669	5186	262494660	659277495	748094.7864227295	153.84737890771305
figure	938512	126440	262494660	659277495	1664174.0947036743	18.642455750280384
american	13583	1227162	262494660	659277495	706421.8693237305	0.02779979416041503
life	70897	690621	262494660	659277495	169307.87348937988	0.2578314295530459
white	68254	577389	262494660	659277495	122661.17161560059	0.2968980741257959
value	247373	133258	262494660	659277495	217732.73970031738	4.662370510848924
ms.	50	957363	262494660	659277495	640371.348526001	0.00013117200095932838
regions	276621	20670	262494660	659277495	558486.3253250122	33.611852456373036
left	168604	530001	262494660	659277495	6682.729309082031	0.7989856195983613
non	362862	54506	262494660	659277495	624303.9630050659	16.7203342957647
department	4567	492990	262494660	659277495	289889.2923736572	0.023267015532106583
changes	253264	162828	262494660	659277495	188269.02276611328	3.906538883219498
director	271	548286	262494660	659277495	363403.2387313843	0.0012413947726569459
like	148698	1809044	262494660	659277495	532894.5938186646	0.206444717853876
end	120660	527968	262494660	659277495	33784.45032501221	0.5739889056899274
shown	393296	91152	262494660	659277495	580266.632232666	10.836801177925691
2	665186	651209	262494660	659277495	282336.07415771484	2.565490933653524
