lemma	corpus_one_a	corpus_two_b	corpus_one_c	corpus_two_d	log_likelihood	odds_ratio
patients	151327	18263143	420924101	8596698154	917693.0369262695	0.16922666193867983
groups	173270	6334427	420924101	8596698154	69125.55346679688	0.5586553021151301
system	229194	5116317	420924101	8596698154	1782.1561889648438	0.9149001195803501
performed	313769	7242675	420924101	8596698154	4675.3671875	0.8847873832715919
group	250469	11185162	420924101	8596698154	194700.8145751953	0.4573404222389704
risk	94155	5338328	420924101	8596698154	137075.3314819336	0.360218504142169
al	1754312	17451861	420924101	8596698154	678826.9252929688	2.053019024973122
lower	180864	4652311	420924101	8596698154	9952.632751464844	0.7939831349485333
value	247373	4556063	420924101	8596698154	2429.6046752929688	1.1088950895797265
figure	938512	14247402	420924101	8596698154	70999.36022949219	1.345339943464487
non	362862	6145600	420924101	8596698154	11357.693725585938	1.2058827571331794
dna	350928	4989564	420924101	8596698154	38756.388916015625	1.43642616977945
years	82305	4895243	420924101	8596698154	133883.56854248047	0.3433838371062118
models	284777	3073732	420924101	8596698154	89117.42608642578	1.892198950314047
values	347575	6047939	420924101	8596698154	8039.073547363281	1.1737321871343778
information	250332	4721439	420924101	8596698154	1470.0725708007812	1.082853915323303
described	220661	4419142	420924101	8596698154	80.283447265625	1.019801180041262
binding	274774	3705457	420924101	8596698154	39172.23425292969	1.514473725680217
gene	649340	7423666	420924101	8596698154	171250.9077758789	1.7864119596617392
mm	238592	5761790	420924101	8596698154	6771.324462890625	0.8457194862046603
related	205383	5091279	420924101	8596698154	7864.59130859375	0.8238828857720438
respectively	225542	5408486	420924101	8596698154	5860.625793457031	0.8516861845386077
significant	342755	8925738	420924101	8596698154	21010.197631835938	0.7842735153072025
positive	192543	4711457	420924101	8596698154	6388.921325683594	0.8346422930911153
given	220844	3081667	420924101	8596698154	26820.075317382812	1.4636181349928314
effects	287688	5635876	420924101	8596698154	468.59869384765625	1.042529140048136
proteins	317669	4602840	420924101	8596698154	31718.874572753906	1.4095381747209836
conditions	238256	4106826	420924101	8596698154	6160.287109375	1.1848556083257344
protein	515249	8898282	420924101	8596698154	13025.630737304688	1.1826027310387934
additional	139393	4251505	420924101	8596698154	24666.8212890625	0.6696165145167492
table	376993	9609913	420924101	8596698154	19077.063354492188	0.8012014294559243
supplementary	240831	3453151	420924101	8596698154	25450.944458007812	1.4243761869573524
present	199210	4940741	420924101	8596698154	7669.402587890625	0.8234683891542759
clinical	92762	5187380	420924101	8596698154	130704.08630371094	0.36521610927671294
methods	321977	5095075	420924101	8596698154	18292.815307617188	1.2906311815419085
individual	238484	2936322	420924101	8596698154	49052.981506347656	1.658759615608347
mice	305116	6537299	420924101	8596698154	678.341796875	0.9532230123309225
use	217420	6062617	420924101	8596698154	22440.37127685547	0.732431887264665
patient	62314	4501730	420924101	8596698154	153353.4139404297	0.28270537863844714
increase	207147	4775147	420924101	8596698154	3018.9426879882812	0.8859715730786808
sequences	218922	2654181	420924101	8596698154	47578.762451171875	1.6845610554452177
human	294116	4946852	420924101	8596698154	9878.864440917969	1.2142765797508484
high	440917	9086405	420924101	8596698154	34.0958251953125	0.9910433200756233
age	154914	5830617	420924101	8596698154	68893.88781738281	0.5426302971919896
ml	169952	5753367	420924101	8596698154	49626.725646972656	0.6032982795790389
average	229249	3185590	420924101	8596698154	28416.0009765625	1.4697567237786249
large	224375	3260576	420924101	8596698154	22049.26629638672	1.4054261291101078
studies	324372	9318438	420924101	8596698154	40617.51953125	0.7109320996161914
activity	381562	6841121	420924101	8596698154	5894.02099609375	1.1391101711500133
previously	214313	3607159	420924101	8596698154	7149.087829589844	1.2134199048002148
levels	328338	8403592	420924101	8596698154	17254.613220214844	0.7979654256642427
expression	709810	12371288	420924101	8596698154	16078.529846191406	1.1718042838567733
test	360585	6824993	420924101	8596698154	1935.3575439453125	1.0790295326854475
experiments	212116	3354992	420924101	8596698154	12097.115417480469	1.2912484849198063
participants	137357	4336564	420924101	8596698154	29038.938598632812	0.6468937002410263
observed	424926	7528396	420924101	8596698154	7786.766418457031	1.152759566350514
function	318367	4462302	420924101	8596698154	37815.27996826172	1.4571255419605817
data	1054601	17896614	420924101	8596698154	32289.48455810547	1.2034975007258624
genome	310549	2157447	420924101	8596698154	241816.92669677734	2.9398006704606607
significantly	239002	6466592	420924101	8596698154	19904.690002441406	0.7548383552526629
reported	184662	6918021	420924101	8596698154	80728.00256347656	0.5451594491387441
method	207064	4182503	420924101	8596698154	23.97119140625	1.0111049191570705
time	615363	11258014	420924101	8596698154	6830.680419921875	1.1163425554291553
type	319156	5671708	420924101	8596698154	5607.9222412109375	1.149256674863037
rate	303540	5195818	420924101	8596698154	8484.58642578125	1.1931358216566583
